Gene symbol	chr	geneID	gene type
RAI14	chr5	ENSG00000039560	protein_coding
SOX30	chr5	ENSG00000039600	protein_coding
PNKP	chr19	ENSG00000039650	protein_coding
BEST2	chr19	ENSG00000039987	protein_coding
PHLPP2	chr16	ENSG00000040199	protein_coding
SPDL1	chr5	ENSG00000040275	protein_coding
STAU2	chr8	ENSG00000040341	protein_coding
SLC66A1	chr1	ENSG00000040487	protein_coding
CTNS	chr17	ENSG00000040531	protein_coding
RTN4R	chr22	ENSG00000040608	protein_coding
PHF23	chr17	ENSG00000040633	protein_coding
CDH10	chr5	ENSG00000040731	protein_coding
INPP4A	chr2	ENSG00000040933	protein_coding
RAB27B	chr18	ENSG00000041353	protein_coding
PSMA4	chr15	ENSG00000041357	protein_coding
MYO16	chr13	ENSG00000041515	protein_coding
LSG1	chr3	ENSG00000041802	protein_coding
PARP3	chr3	ENSG00000041880	protein_coding
TNC	chr9	ENSG00000041982	protein_coding
THAP3	chr1	ENSG00000041988	protein_coding
RIPOR3	chr20	ENSG00000042062	protein_coding
TDP1	chr14	ENSG00000042088	protein_coding
AIFM2	chr10	ENSG00000042286	protein_coding
C2orf83	chr2	ENSG00000042304	transcribed_unprocessed_pseudogene
SPATA7	chr14	ENSG00000042317	protein_coding
MED17	chr11	ENSG00000042429	protein_coding
RETSAT	chr2	ENSG00000042445	protein_coding
CAPG	chr2	ENSG00000042493	protein_coding
AP2S1	chr19	ENSG00000042753	protein_coding
USH2A	chr1	ENSG00000042781	protein_coding
ZPBP	chr7	ENSG00000042813	protein_coding
TG	chr8	ENSG00000042832	protein_coding
ADAM28	chr8	ENSG00000042980	protein_coding
BARX2	chr11	ENSG00000043039	protein_coding
DCUN1D1	chr3	ENSG00000043093	protein_coding
JADE2	chr5	ENSG00000043143	protein_coding
ZIC2	chr13	ENSG00000043355	protein_coding
LCP2	chr5	ENSG00000043462	protein_coding
TRIT1	chr1	ENSG00000043514	protein_coding
ADRB1	chr10	ENSG00000043591	protein_coding
GUCA2B	chr1	ENSG00000044012	protein_coding
CUL7	chr6	ENSG00000044090	protein_coding
CTNNA1	chr5	ENSG00000044115	protein_coding
PHKA2	chrX	ENSG00000044446	protein_coding
CNTLN	chr9	ENSG00000044459	protein_coding
EPHA3	chr3	ENSG00000044524	protein_coding
HSPA5	chr9	ENSG00000044574	protein_coding
DSG2	chr18	ENSG00000046604	protein_coding
GEMIN8	chrX	ENSG00000046647	protein_coding
OFD1	chrX	ENSG00000046651	protein_coding
GPM6B	chrX	ENSG00000046653	protein_coding
MAGEC2	chrX	ENSG00000046774	protein_coding
PREX2	chr8	ENSG00000046889	protein_coding
WDR37	chr10	ENSG00000047056	protein_coding
YTHDC2	chr5	ENSG00000047188	protein_coding
CTPS2	chrX	ENSG00000047230	protein_coding
ATP6V1H	chr8	ENSG00000047249	protein_coding
POLR2B	chr4	ENSG00000047315	protein_coding
ATOSA	chr15	ENSG00000047346	protein_coding
ARAP2	chr4	ENSG00000047365	protein_coding
TPR	chr1	ENSG00000047410	protein_coding
CP	chr3	ENSG00000047457	protein_coding
KATNIP	chr16	ENSG00000047578	protein_coding
DTNBP1	chr6	ENSG00000047579	protein_coding
XK	chrX	ENSG00000047597	protein_coding
ANO2	chr12	ENSG00000047617	protein_coding
C12orf4	chr12	ENSG00000047621	protein_coding
SCML1	chrX	ENSG00000047634	protein_coding
WWC3	chrX	ENSG00000047644	protein_coding
ARHGAP6	chrX	ENSG00000047648	protein_coding
FAM184B	chr4	ENSG00000047662	protein_coding
MAP4	chr3	ENSG00000047849	protein_coding
GOPC	chr6	ENSG00000047932	protein_coding
ROS1	chr6	ENSG00000047936	protein_coding
USP28	chr11	ENSG00000048028	protein_coding
HDAC9	chr7	ENSG00000048052	protein_coding
TSPAN17	chr5	ENSG00000048140	protein_coding
NOP16	chr5	ENSG00000048162	protein_coding
CC2D2A	chr4	ENSG00000048342	protein_coding
RRM2B	chr8	ENSG00000048392	protein_coding
ZNF800	chr7	ENSG00000048405	protein_coding
TNFRSF17	chr16	ENSG00000048462	protein_coding
SNX29	chr16	ENSG00000048471	protein_coding
LMO3	chr12	ENSG00000048540	protein_coding
MRPS10	chr6	ENSG00000048544	protein_coding
GUCA1A	chr6	ENSG00000048545	protein_coding
RSF1	chr11	ENSG00000048649	protein_coding
VPS13D	chr1	ENSG00000048707	protein_coding
CELF2	chr10	ENSG00000048740	protein_coding
FAM120A	chr9	ENSG00000048828	protein_coding
R3HDM1	chr2	ENSG00000048991	protein_coding
COL9A2	chr1	ENSG00000049089	protein_coding
KITLG	chr12	ENSG00000049130	protein_coding
ERCC8	chr5	ENSG00000049167	protein_coding
ADAMTS6	chr5	ENSG00000049192	protein_coding
H6PD	chr1	ENSG00000049239	protein_coding
VAMP3	chr1	ENSG00000049245	protein_coding
PER3	chr1	ENSG00000049246	protein_coding
UTS2	chr1	ENSG00000049247	protein_coding
TNFRSF9	chr1	ENSG00000049249	protein_coding
EPN3	chr17	ENSG00000049283	protein_coding
LTBP1	chr2	ENSG00000049323	protein_coding
RCN1	chr11	ENSG00000049449	protein_coding
ELN	chr7	ENSG00000049540	protein_coding
RFC2	chr7	ENSG00000049541	protein_coding
ARID1B	chr6	ENSG00000049618	protein_coding
CLPTM1L	chr5	ENSG00000049656	protein_coding
NEDD4L	chr18	ENSG00000049759	protein_coding
FOXP3	chrX	ENSG00000049768	protein_coding
PPP1R3F	chrX	ENSG00000049769	protein_coding
HEXB	chr5	ENSG00000049860	protein_coding
PTCD2	chr5	ENSG00000049883	protein_coding
NEXMIF	chrX	ENSG00000050030	protein_coding
JKAMP	chr14	ENSG00000050130	protein_coding
DKK3	chr11	ENSG00000050165	protein_coding
ARHGEF5	chr7	ENSG00000050327	protein_coding
NFE2L3	chr7	ENSG00000050344	protein_coding
MCUR1	chr6	ENSG00000050393	protein_coding
LIMA1	chr12	ENSG00000050405	protein_coding
LETMD1	chr12	ENSG00000050426	protein_coding
SLC4A8	chr12	ENSG00000050438	protein_coding
LAMC3	chr9	ENSG00000050555	protein_coding
PTGER3	chr1	ENSG00000050628	protein_coding
TNIP3	chr4	ENSG00000050730	protein_coding
MAPK9	chr5	ENSG00000050748	protein_coding
COL23A1	chr5	ENSG00000050767	protein_coding
BCAR1	chr16	ENSG00000050820	protein_coding
FHIP1B	chr11	ENSG00000051009	protein_coding
HERPUD1	chr16	ENSG00000051108	protein_coding
HOMER3	chr19	ENSG00000051128	protein_coding
RAD51	chr15	ENSG00000051180	protein_coding
POLQ	chr3	ENSG00000051341	protein_coding
PIK3CB	chr3	ENSG00000051382	protein_coding
CYBA	chr16	ENSG00000051523	protein_coding
THOC3	chr5	ENSG00000051596	protein_coding
HEBP2	chr6	ENSG00000051620	protein_coding
MPHOSPH9	chr12	ENSG00000051825	protein_coding
PLEKHA5	chr12	ENSG00000052126	protein_coding
PRSS8	chr16	ENSG00000052344	protein_coding
SIKE1	chr1	ENSG00000052723	protein_coding
RRP12	chr10	ENSG00000052749	protein_coding
FNIP2	chr4	ENSG00000052795	protein_coding
MSMO1	chr4	ENSG00000052802	protein_coding
TTC17	chr11	ENSG00000052841	protein_coding
ALX4	chr11	ENSG00000052850	protein_coding
FSTL4	chr5	ENSG00000053108	protein_coding
FOXN3	chr14	ENSG00000053254	protein_coding
METTL24	chr6	ENSG00000053328	protein_coding
AKR7A2	chr1	ENSG00000053371	protein_coding
MRTO4	chr1	ENSG00000053372	protein_coding
NNAT	chr20	ENSG00000053438	protein_coding
USE1	chr19	ENSG00000053501	protein_coding
MCF2L2	chr3	ENSG00000053524	protein_coding
NRIP2	chr12	ENSG00000053702	protein_coding
LAMA3	chr18	ENSG00000053747	protein_coding
AP5M1	chr14	ENSG00000053770	protein_coding
ANAPC4	chr4	ENSG00000053900	protein_coding
KCNQ1	chr11	ENSG00000053918	protein_coding
TRAPPC3	chr1	ENSG00000054116	protein_coding
THRAP3	chr1	ENSG00000054118	protein_coding
PHPT1	chr9	ENSG00000054148	protein_coding
ENTPD2	chr9	ENSG00000054179	protein_coding
LY75	chr2	ENSG00000054219	protein_coding
ARID4B	chr1	ENSG00000054267	protein_coding
OPN3	chr1	ENSG00000054277	protein_coding
SDCCAG8	chr1	ENSG00000054282	protein_coding
PTPRN	chr2	ENSG00000054356	protein_coding
HHAT	chr1	ENSG00000054392	protein_coding
KIF1B	chr1	ENSG00000054523	protein_coding
FOXC1	chr6	ENSG00000054598	protein_coding
TBC1D22A	chr22	ENSG00000054611	protein_coding
SYNE2	chr14	ENSG00000054654	protein_coding
PLEKHH1	chr14	ENSG00000054690	protein_coding
ATP9A	chr20	ENSG00000054793	protein_coding
SPO11	chr20	ENSG00000054796	protein_coding
CBLN4	chr20	ENSG00000054803	protein_coding
CHRDL2	chr11	ENSG00000054938	protein_coding
FAM168A	chr11	ENSG00000054965	protein_coding
RELT	chr11	ENSG00000054967	protein_coding
GALC	chr14	ENSG00000054983	protein_coding
NOP58	chr2	ENSG00000055044	protein_coding
SZRD1	chr1	ENSG00000055070	protein_coding
KCNH2	chr7	ENSG00000055118	protein_coding
CUL1	chr7	ENSG00000055130	protein_coding
FAM114A2	chr5	ENSG00000055147	protein_coding
CYFIP2	chr5	ENSG00000055163	protein_coding
TAB2	chr6	ENSG00000055208	protein_coding
GINM1	chr6	ENSG00000055211	protein_coding
EIF2AK2	chr2	ENSG00000055332	protein_coding
USP36	chr17	ENSG00000055483	protein_coding
KMT2C	chr7	ENSG00000055609	protein_coding
MCOLN3	chr1	ENSG00000055732	protein_coding
CCDC85A	chr2	ENSG00000055813	protein_coding
PUM2	chr2	ENSG00000055917	protein_coding
MRPL43	chr10	ENSG00000055950	protein_coding
ITIH4	chr3	ENSG00000055955	protein_coding
ITIH1	chr3	ENSG00000055957	protein_coding
HPF1	chr4	ENSG00000056050	protein_coding
ZFR	chr5	ENSG00000056097	protein_coding
ZNF280C	chrX	ENSG00000056277	protein_coding
NPFFR2	chr4	ENSG00000056291	protein_coding
PHF21B	chr22	ENSG00000056487	protein_coding
TRAF1	chr9	ENSG00000056558	protein_coding
RC3H2	chr9	ENSG00000056586	protein_coding
IL17RB	chr3	ENSG00000056736	protein_coding
TRAF3IP2	chr6	ENSG00000056972	protein_coding
GYG2	chrX	ENSG00000056998	protein_coding
DCBLD2	chr3	ENSG00000057019	protein_coding
SERPINB3	chr18	ENSG00000057149	protein_coding
SOAT1	chr1	ENSG00000057252	protein_coding
PKP2	chr12	ENSG00000057294	protein_coding
MSH4	chr1	ENSG00000057468	protein_coding
F7	chr13	ENSG00000057593	protein_coding
GDI2	chr10	ENSG00000057608	protein_coding
PRDM1	chr6	ENSG00000057657	protein_coding
ATG5	chr6	ENSG00000057663	protein_coding
TMCC3	chr12	ENSG00000057704	protein_coding
PITHD1	chr1	ENSG00000057757	protein_coding
MTA3	chr2	ENSG00000057935	protein_coding
USP13	chr3	ENSG00000058056	protein_coding
ATP11B	chr3	ENSG00000058063	protein_coding
LAMC2	chr1	ENSG00000058085	protein_coding
CDK14	chr7	ENSG00000058091	protein_coding
SEC61A1	chr3	ENSG00000058262	protein_coding
PPP1R12A	chr12	ENSG00000058272	protein_coding
RASGRF1	chr15	ENSG00000058335	protein_coding
CAMK2B	chr7	ENSG00000058404	protein_coding
CROCC	chr1	ENSG00000058453	protein_coding
POLR3E	chr16	ENSG00000058600	protein_coding
ATP2B4	chr1	ENSG00000058668	protein_coding
ZC3H11A	chr1	ENSG00000058673	protein_coding
RIOK2	chr5	ENSG00000058729	protein_coding
YIPF1	chr1	ENSG00000058799	protein_coding
NDC1	chr1	ENSG00000058804	protein_coding
DGKG	chr3	ENSG00000058866	protein_coding
FLYWCH1	chr16	ENSG00000059122	protein_coding
UNKL	chr16	ENSG00000059145	protein_coding
TBXAS1	chr7	ENSG00000059377	protein_coding
PARP12	chr7	ENSG00000059378	protein_coding
ALDH18A1	chr10	ENSG00000059573	protein_coding
TARBP1	chr1	ENSG00000059588	protein_coding
GATB	chr4	ENSG00000059691	protein_coding
MXD1	chr2	ENSG00000059728	protein_coding
CDK17	chr12	ENSG00000059758	protein_coding
DNAJC25	chr9	ENSG00000059769	protein_coding
SLC2A3	chr12	ENSG00000059804	protein_coding
PSD	chr10	ENSG00000059915	protein_coding
CTDP1	chr18	ENSG00000060069	protein_coding
YBX3	chr12	ENSG00000060138	protein_coding
STYK1	chr12	ENSG00000060140	protein_coding
WNK1	chr12	ENSG00000060237	protein_coding
RPS17P5	chr6	ENSG00000060303	processed_pseudogene
CCAR1	chr10	ENSG00000060339	protein_coding
OGFR	chr20	ENSG00000060491	protein_coding
GNA15	chr19	ENSG00000060558	protein_coding
CREB3L3	chr19	ENSG00000060566	protein_coding
PIGV	chr1	ENSG00000060642	protein_coding
PTPRU	chr1	ENSG00000060656	protein_coding
SNRNP40	chr1	ENSG00000060688	protein_coding
RIMBP2	chr12	ENSG00000060709	protein_coding
COL11A1	chr1	ENSG00000060718	protein_coding
QSER1	chr11	ENSG00000060749	protein_coding
MPC1	chr6	ENSG00000060762	protein_coding
ACAA1	chr3	ENSG00000060971	protein_coding
BCAT1	chr12	ENSG00000060982	protein_coding
HDAC7	chr12	ENSG00000061273	protein_coding
LZTS1	chr8	ENSG00000061337	protein_coding
PRDM6	chr5	ENSG00000061455	protein_coding
WNT8A	chr5	ENSG00000061492	protein_coding
SPAG4	chr20	ENSG00000061656	protein_coding
NCKAP1	chr2	ENSG00000061676	protein_coding
MRPS35	chr12	ENSG00000061794	protein_coding
GUCY1B1	chr4	ENSG00000061918	protein_coding
SFSWAP	chr12	ENSG00000061936	protein_coding
TNK2	chr3	ENSG00000061938	protein_coding
MON2	chr12	ENSG00000061987	protein_coding
CDH3	chr16	ENSG00000062038	protein_coding
ARSF	chrX	ENSG00000062096	protein_coding
GPBP1	chr5	ENSG00000062194	protein_coding
DGAT2	chr11	ENSG00000062282	protein_coding
ZNF112	chr19	ENSG00000062370	protein_coding
CS	chr12	ENSG00000062485	protein_coding
LTK	chr15	ENSG00000062524	protein_coding
MRPS24	chr7	ENSG00000062582	protein_coding
ELMO2	chr20	ENSG00000062598	protein_coding
WAPL	chr10	ENSG00000062650	protein_coding
VMP1	chr17	ENSG00000062716	protein_coding
APPBP2	chr17	ENSG00000062725	protein_coding
POLD1	chr19	ENSG00000062822	protein_coding
SEZ6	chr17	ENSG00000063015	protein_coding
EIF4B	chr12	ENSG00000063046	protein_coding
SLC6A16	chr19	ENSG00000063127	protein_coding
BICRA	chr19	ENSG00000063169	protein_coding
SPHK2	chr19	ENSG00000063176	protein_coding
RPL18	chr19	ENSG00000063177	protein_coding
CA11	chr19	ENSG00000063180	protein_coding
ISOC2	chr19	ENSG00000063241	protein_coding
U2AF2	chr19	ENSG00000063244	protein_coding
EPN1	chr19	ENSG00000063245	protein_coding
MED29	chr19	ENSG00000063322	protein_coding
AHRR	chr5	ENSG00000063438	protein_coding
GSC2	chr22	ENSG00000063515	protein_coding
ZNF275	chrX	ENSG00000063587	protein_coding
MTMR1	chrX	ENSG00000063601	protein_coding
GPC1	chr2	ENSG00000063660	protein_coding
ADCK1	chr14	ENSG00000063761	protein_coding
HAGH	chr16	ENSG00000063854	protein_coding
RNF4	chr4	ENSG00000063978	protein_coding
CASP8	chr2	ENSG00000064012	protein_coding
LIMCH1	chr4	ENSG00000064042	protein_coding
INTS13	chr12	ENSG00000064102	protein_coding
TM7SF3	chr12	ENSG00000064115	protein_coding
DLX3	chr17	ENSG00000064195	protein_coding
SPA17	chr11	ENSG00000064199	protein_coding
TSPAN32	chr11	ENSG00000064201	protein_coding
CCN5	chr20	ENSG00000064205	protein_coding
DMRT3	chr9	ENSG00000064218	protein_coding
ST3GAL6	chr3	ENSG00000064225	protein_coding
ATP2C2	chr16	ENSG00000064270	protein_coding
NGFR	chr17	ENSG00000064300	protein_coding
CDON	chr11	ENSG00000064309	protein_coding
TAF2	chr8	ENSG00000064313	protein_coding
HIPK2	chr7	ENSG00000064393	protein_coding
TNPO3	chr7	ENSG00000064419	protein_coding
BORCS8-MEF2B	chr19	ENSG00000064489	protein_coding
RFXANK	chr19	ENSG00000064490	protein_coding
TMEM161A	chr19	ENSG00000064545	protein_coding
LPAR2	chr19	ENSG00000064547	protein_coding
CTSA	chr20	ENSG00000064601	protein_coding
SUGP2	chr19	ENSG00000064607	protein_coding
SLC12A2	chr5	ENSG00000064651	protein_coding
SNX24	chr5	ENSG00000064652	protein_coding
EYA2	chr20	ENSG00000064655	protein_coding
CNN2	chr19	ENSG00000064666	protein_coding
ABCA7	chr19	ENSG00000064687	protein_coding
SNCAIP	chr5	ENSG00000064692	protein_coding
DDX20	chr1	ENSG00000064703	protein_coding
BTBD1	chr15	ENSG00000064726	protein_coding
FAR2	chr12	ENSG00000064763	protein_coding
BCAS1	chr20	ENSG00000064787	protein_coding
POU1F1	chr3	ENSG00000064835	protein_coding
CHI3L2	chr1	ENSG00000064886	protein_coding
SBNO2	chr19	ENSG00000064932	protein_coding
PMS1	chr2	ENSG00000064933	protein_coding
HMG20B	chr19	ENSG00000064961	protein_coding
CALCRL	chr2	ENSG00000064989	protein_coding
TAF11	chr6	ENSG00000064995	protein_coding
ANKS1A	chr6	ENSG00000064999	protein_coding
AP3D1	chr19	ENSG00000065000	protein_coding
ZNF76	chr6	ENSG00000065029	protein_coding
NHERF2	chr16	ENSG00000065054	protein_coding
NTHL1	chr16	ENSG00000065057	protein_coding
BLTP3A	chr6	ENSG00000065060	protein_coding
GNAI3	chr1	ENSG00000065135	protein_coding
IPO5	chr13	ENSG00000065150	protein_coding
OAT	chr10	ENSG00000065154	protein_coding
WDR3	chr1	ENSG00000065183	protein_coding
PKN2	chr1	ENSG00000065243	protein_coding
WDR18	chr19	ENSG00000065268	protein_coding
TRAM2	chr6	ENSG00000065308	protein_coding
NTN1	chr17	ENSG00000065320	protein_coding
GLP2R	chr17	ENSG00000065325	protein_coding
MCM10	chr10	ENSG00000065328	protein_coding
DGKA	chr12	ENSG00000065357	protein_coding
ERBB3	chr12	ENSG00000065361	protein_coding
ROPN1	chr3	ENSG00000065371	protein_coding
ANKRD44	chr2	ENSG00000065413	protein_coding
KARS1	chr16	ENSG00000065427	protein_coding
ADAT1	chr16	ENSG00000065457	protein_coding
PDIA5	chr3	ENSG00000065485	protein_coding
TBC1D22B	chr6	ENSG00000065491	protein_coding
NDUFB4	chr3	ENSG00000065518	protein_coding
SPEN	chr1	ENSG00000065526	protein_coding
MYLK	chr3	ENSG00000065534	protein_coding
ZC3H15	chr2	ENSG00000065548	protein_coding
MAP2K4	chr17	ENSG00000065559	protein_coding
PACC1	chr1	ENSG00000065600	protein_coding
SNAP91	chr6	ENSG00000065609	protein_coding
SLK	chr10	ENSG00000065613	protein_coding
CYB5R4	chr6	ENSG00000065615	protein_coding
COL17A1	chr10	ENSG00000065618	protein_coding
GSTO2	chr10	ENSG00000065621	protein_coding
SEC61A2	chr10	ENSG00000065665	protein_coding
PRKCQ	chr10	ENSG00000065675	protein_coding
TLE2	chr19	ENSG00000065717	protein_coding
ASB1	chr2	ENSG00000065802	protein_coding
FAM107B	chr10	ENSG00000065809	protein_coding
ME1	chr6	ENSG00000065833	protein_coding
TBC1D1	chr4	ENSG00000065882	protein_coding
CDK13	chr7	ENSG00000065883	protein_coding
MTHFD2	chr2	ENSG00000065911	protein_coding
SLC9A7	chrX	ENSG00000065923	protein_coding
FOXJ2	chr12	ENSG00000065970	protein_coding
YBX1	chr1	ENSG00000065978	protein_coding
PDE4A	chr19	ENSG00000065989	protein_coding
PPP2R5A	chr1	ENSG00000066027	protein_coding
CTNNA2	chr2	ENSG00000066032	protein_coding
ELAVL1	chr19	ENSG00000066044	protein_coding
TIE1	chr1	ENSG00000066056	protein_coding
DIP2B	chr12	ENSG00000066084	protein_coding
SMARCD1	chr12	ENSG00000066117	protein_coding
KDM4A	chr1	ENSG00000066135	protein_coding
NFYC	chr1	ENSG00000066136	protein_coding
ZMYND12	chr1	ENSG00000066185	protein_coding
SLC9A3	chr5	ENSG00000066230	protein_coding
NGEF	chr2	ENSG00000066248	protein_coding
ASPM	chr1	ENSG00000066279	protein_coding
CD84	chr1	ENSG00000066294	protein_coding
ELOVL1	chr1	ENSG00000066322	protein_coding
SPI1	chr11	ENSG00000066336	protein_coding
POLR1H	chr6	ENSG00000066379	protein_coding
MPPED2	chr11	ENSG00000066382	protein_coding
CLDN18	chr3	ENSG00000066405	protein_coding
ZBTB11	chr3	ENSG00000066422	protein_coding
ATXN3	chr14	ENSG00000066427	protein_coding
GOLGA5	chr14	ENSG00000066455	protein_coding
FGFR2	chr10	ENSG00000066468	protein_coding
LRRC40	chr1	ENSG00000066557	protein_coding
ISOC1	chr5	ENSG00000066583	protein_coding
EML1	chr14	ENSG00000066629	protein_coding
TRMT11	chr6	ENSG00000066651	protein_coding
THUMPD1	chr16	ENSG00000066654	protein_coding
MSANTD3	chr9	ENSG00000066697	protein_coding
KIF26A	chr14	ENSG00000066735	protein_coding
ATG2B	chr14	ENSG00000066739	protein_coding
ARFGEF1	chr8	ENSG00000066777	protein_coding
ACSM2B	chr16	ENSG00000066813	protein_coding
ZFAT	chr8	ENSG00000066827	protein_coding
MTFR1	chr8	ENSG00000066855	protein_coding
STAG3	chr7	ENSG00000066923	protein_coding
FECH	chr18	ENSG00000066926	protein_coding
MYO9A	chr15	ENSG00000066933	protein_coding
DDX3Y	chrY	ENSG00000067048	protein_coding
PFKP	chr10	ENSG00000067057	protein_coding
IDI1	chr10	ENSG00000067064	protein_coding
SP100	chr2	ENSG00000067066	protein_coding
KLF6	chr10	ENSG00000067082	protein_coding
PLPP1	chr5	ENSG00000067113	protein_coding
NEO1	chr15	ENSG00000067141	protein_coding
TRAM1	chr8	ENSG00000067167	protein_coding
PHKA1	chrX	ENSG00000067177	protein_coding
TNFRSF1A	chr12	ENSG00000067182	protein_coding
CACNB1	chr17	ENSG00000067191	protein_coding
EVI5	chr1	ENSG00000067208	protein_coding
STOML1	chr15	ENSG00000067221	protein_coding
PKM	chr15	ENSG00000067225	protein_coding
DHX29	chr5	ENSG00000067248	protein_coding
DNTTIP2	chr1	ENSG00000067334	protein_coding
METTL22	chr16	ENSG00000067365	protein_coding
TP53BP1	chr15	ENSG00000067369	protein_coding
TRO	chrX	ENSG00000067445	protein_coding
RRP15	chr1	ENSG00000067533	protein_coding
RHOA	chr3	ENSG00000067560	protein_coding
DHX8	chr17	ENSG00000067596	protein_coding
PMS2P4	chr7	ENSG00000067601	transcribed_unprocessed_pseudogene
PRKCZ	chr1	ENSG00000067606	protein_coding
ZFY	chrY	ENSG00000067646	protein_coding
IARS2	chr1	ENSG00000067704	protein_coding
SYT1	chr12	ENSG00000067715	protein_coding
NAV3	chr12	ENSG00000067798	protein_coding
IDH3G	chrX	ENSG00000067829	protein_coding
ROGDI	chr16	ENSG00000067836	protein_coding
PDZD4	chrX	ENSG00000067840	protein_coding
ATP2B3	chrX	ENSG00000067842	protein_coding
ROCK1	chr18	ENSG00000067900	protein_coding
CBFB	chr16	ENSG00000067955	protein_coding
PDK3	chrX	ENSG00000067992	protein_coding
HYAL2	chr3	ENSG00000068001	protein_coding
